Unnamed: 0,indonesian,english,contoh_penggunaan
1989,sayang,dear,Saya sayang keluarga saya.
1990,sayang,honey,Saya sayang keluarga saya.
1991,sayang,love,Saya sayang keluarga saya.
1992,sayang,pity,Saya sayang keluarga saya.
1993,sayang,shame,Saya sayang keluarga saya.
1994,sayang,sugar,Saya sayang keluarga saya.
1995,sebab,because,Apa sebab kebakaran itu?
1996,sebab,cause,Apa sebab kebakaran itu?
1997,sebab,for,Apa sebab kebakaran itu?
1998,sebab,ground,Apa sebab kebakaran itu?
1999,sebab,in that,Apa sebab kebakaran itu?
2000,sebab,motive,Apa sebab kebakaran itu?
2001,sebab,reason,Apa sebab kebakaran itu?
2002,sebab,since,Apa sebab kebakaran itu?
2003,sebut,call out,Sebut satu nama hewan.
2004,sebut,cite,Sebut satu nama hewan.
2005,sebut,mention,Sebut satu nama hewan.
2006,sebut,refer,Sebut satu nama hewan.
2007,sebut,say,Sebut satu nama hewan.
2008,sebut,speak of,Sebut satu nama hewan.
2009,sedih,bitter,Berita itu membuat saya sedih.
2010,sedih,dejected,Berita itu membuat saya sedih.
2011,sedih,depressed,Berita itu membuat saya sedih.
2012,sedih,heartbroken,Berita itu membuat saya sedih.
2013,sedih,miserable,Berita itu membuat saya sedih.
2014,sedih,misserable,Berita itu membuat saya sedih.
2015,sedih,sad,Berita itu membuat saya sedih.
2016,sedih,sorrowful,Berita itu membuat saya sedih.
2017,sedih,unhappy,Berita itu membuat saya sedih.
2018,segan,disinclined,Saya segan meminta bantuan lagi.
2019,segan,reluctant,Saya segan meminta bantuan lagi.
2020,segan,shy,Saya segan meminta bantuan lagi.
2021,segan,timid,Saya segan meminta bantuan lagi.
2022,segan,unwilling,Saya segan meminta bantuan lagi.
2023,selamat,congratulations,Selamat ulang tahun!
2024,selamat,happy,Selamat ulang tahun!
2025,selamat,safe,Selamat ulang tahun!
2026,selesai,close,Tugas saya sudah selesai.
2027,selesai,complete,Tugas saya sudah selesai.
2028,selesai,completed,Tugas saya sudah selesai.
2029,selesai,finish,Tugas saya sudah selesai.
2030,selesai,finished,Tugas saya sudah selesai.
2031,selesai,over,Tugas saya sudah selesai.
2032,selesai,wrap up,Tugas saya sudah selesai.
2033,semangat,oomph,Tetap semangat ya!
2034,semangat,passion,Tetap semangat ya!
2035,semangat,spirit,Tetap semangat ya!
2036,semangat,vigor,Tetap semangat ya!
2037,sembunyi,hide,Ayo main petak umpet dan sembunyi.
2038,sembunyi,hide out,Ayo main petak umpet dan sembunyi.
2039,sembunyi,lay low,Ayo main petak umpet dan sembunyi.
2040,sembunyi,secret,Ayo main petak umpet dan sembunyi.
2041,semoga,hopefully,Semoga harimu menyenangkan.
2042,semoga,may,Semoga harimu menyenangkan.
2043,sempat,had time,Saya tidak sempat sarapan.
2044,sempat,have time,Saya tidak sempat sarapan.
2045,sempat,still able to,Saya tidak sempat sarapan.
2046,senang,fond of,Hati saya sangat senang.
2047,senang,glad,Hati saya sangat senang.
2048,senang,happy,Hati saya sangat senang.
2049,senang,have fun,Hati saya sangat senang.
2050,senang,like,Hati saya sangat senang.
2051,senang,love,Hati saya sangat senang.
2052,senang,pleased,Hati saya sangat senang.
2053,sendiri,alone,Dia tinggal sendiri di apartemen.
2054,sendiri,by oneself,Dia tinggal sendiri di apartemen.
2055,sendiri,own,Dia tinggal sendiri di apartemen.
2056,sendiri,self,Dia tinggal sendiri di apartemen.
2057,sendiri,single,Dia tinggal sendiri di apartemen.
2058,sendiri,solo,Dia tinggal sendiri di apartemen.
2059,sendiri,unaccompanied,Dia tinggal sendiri di apartemen.
2060,senjata,arms,Polisi menyita senjata api.
2061,senjata,gear,Polisi menyita senjata api.
2062,senjata,gun,Polisi menyita senjata api.
2063,senjata,weapon,Polisi menyita senjata api.
2064,senyum,grin,Senyummu sangat manis.
2065,senyum,smile,Senyummu sangat manis.
2066,seperti,alike,Wajahnya seperti ibunya.
2067,seperti,as if,Wajahnya seperti ibunya.
2068,seperti,as though,Wajahnya seperti ibunya.
2069,seperti,like,Wajahnya seperti ibunya.
2070,seperti,similar,Wajahnya seperti ibunya.
2071,seperti,similar to,Wajahnya seperti ibunya.
2072,sepi,deserted,Rumah ini terasa sepi.
2073,sepi,desolate,Rumah ini terasa sepi.
2074,sepi,empty,Rumah ini terasa sepi.
2075,sepi,lonely,Rumah ini terasa sepi.
2076,sepi,lonesome,Rumah ini terasa sepi.
2077,sepi,quiet,Rumah ini terasa sepi.
2078,sepi,silent,Rumah ini terasa sepi.
2079,seragam,even,Siswa memakai seragam putih abu-abu.
2080,seragam,homogenous,Siswa memakai seragam putih abu-abu.
2081,seragam,same,Siswa memakai seragam putih abu-abu.
2082,seragam,uniform,Siswa memakai seragam putih abu-abu.
2083,seram,bone-chilling,Hutan itu terlihat seram.
2084,seram,eerie,Hutan itu terlihat seram.
2085,seram,grim,Hutan itu terlihat seram.
2086,seram,scary,Hutan itu terlihat seram.
2087,seram,sinister,Hutan itu terlihat seram.
2088,seram,spooky,Hutan itu terlihat seram.
2089,serang,assault,Serang musuh sekarang!
2090,serang,attack,Serang musuh sekarang!
2091,serang,charge,Serang musuh sekarang!
2092,serang,offense,Serang musuh sekarang!
2093,serang,rush,Serang musuh sekarang!
2094,serang,strike,Serang musuh sekarang!
2095,serangan,assault,Serangan jantung bisa mematikan.
2096,serangan,attack,Serangan jantung bisa mematikan.
2097,serangan,blow,Serangan jantung bisa mematikan.
2098,serangan,hit,Serangan jantung bisa mematikan.
2099,serangan,raid,Serangan jantung bisa mematikan.
2100,serangan,strike,Serangan jantung bisa mematikan.
2101,serikat,confederation,Buruh membentuk serikat pekerja.
2102,serikat,league,Buruh membentuk serikat pekerja.
2103,serikat,union,Buruh membentuk serikat pekerja.
2104,serikat,united,Buruh membentuk serikat pekerja.
2105,siap,prepared,Apakah kamu sudah siap?
2106,siap,ready,Apakah kamu sudah siap?
2107,siap,set,Apakah kamu sudah siap?
2108,siap,steady,Apakah kamu sudah siap?
2109,sigap,spry,Petugas pemadam sangat sigap.
2110,sigap,steady,Petugas pemadam sangat sigap.
2111,sigap,wide-awake,Petugas pemadam sangat sigap.
2112,silahkan,after you,Silahkan masuk.
2113,silahkan,if you will,Silahkan masuk.
2114,silahkan,please,Silahkan masuk.
2115,simpati,sympathy,Saya menaruh simpati padanya.
2116,simpatik,sympathetic,Orangnya sangat simpatik.
2117,solidaritas,solidarity,Kita harus menjunjung solidaritas.
2118,sopan,civil,Berbicaralah dengan sopan.
2119,sopan,decent,Berbicaralah dengan sopan.
2120,sopan,genteel,Berbicaralah dengan sopan.
2121,sopan,kind,Berbicaralah dengan sopan.
2122,sopan,nice,Berbicaralah dengan sopan.
2123,sopan,polite,Berbicaralah dengan sopan.
2124,sopan,proper,Berbicaralah dengan sopan.
2125,sopan,refined,Berbicaralah dengan sopan.
2126,sopan,respectful,Berbicaralah dengan sopan.
2127,sopan,well-mannered,Berbicaralah dengan sopan.
2128,stres,stress,Pekerjaan ini membuatku stres.
2129,striker,striker,Striker itu mencetak gol indah.
2130,suap,bribe,Jangan pernah menerima suap.
2131,suap,brown envelope,Jangan pernah menerima suap.
2132,suap,graft,Jangan pernah menerima suap.
2133,suap,hush money,Jangan pernah menerima suap.
2134,suap,incentive,Jangan pernah menerima suap.
2135,suap,something extra,Jangan pernah menerima suap.
2136,suap,sweetener,Jangan pernah menerima suap.
2137,suap,tip,Jangan pernah menerima suap.
2138,suka,adore,Saya suka makan nasi goreng.
2139,suka,enjoy,Saya suka makan nasi goreng.
2140,suka,fancy,Saya suka makan nasi goreng.
2141,suka,fond of,Saya suka makan nasi goreng.
2142,suka,like,Saya suka makan nasi goreng.
2143,suka,love,Saya suka makan nasi goreng.
2144,sulit,arduous,Soal ini agak sulit.
2145,sulit,complicated,Soal ini agak sulit.
2146,sulit,convoluted,Soal ini agak sulit.
2147,sulit,difficult,Soal ini agak sulit.
2148,sulit,hard,Soal ini agak sulit.
2149,sulit,intricate,Soal ini agak sulit.
2150,sulit,tough,Soal ini agak sulit.
2151,sulit,tricky,Soal ini agak sulit.
2152,sulit,troublesome,Soal ini agak sulit.
2153,sulit,uphill,Soal ini agak sulit.
2154,super,really,Pahlawan super menyelamatkan kota.
2155,super,super,Pahlawan super menyelamatkan kota.
2156,super,very,Pahlawan super menyelamatkan kota.
2157,surga,eden,Bali sering disebut pulau surga.
2158,surga,heaven,Bali sering disebut pulau surga.
2159,surga,nirvana,Bali sering disebut pulau surga.
2160,surga,paradise,Bali sering disebut pulau surga.
2161,surga,valhalla,Bali sering disebut pulau surga.
2162,susah,difficult,Hidup di kota besar itu susah.
2163,susah,hard,Hidup di kota besar itu susah.
2164,susah,inconvenient,Hidup di kota besar itu susah.
2165,susah,poor,Hidup di kota besar itu susah.
2166,susah,troublesome,Hidup di kota besar itu susah.
2167,tabah,determined,Kamu harus tabah menghadapi cobaan.
2168,tabah,enduring,Kamu harus tabah menghadapi cobaan.
2169,tabah,gritty,Kamu harus tabah menghadapi cobaan.
2170,tabah,patient,Kamu harus tabah menghadapi cobaan.
2171,tabah,resilient,Kamu harus tabah menghadapi cobaan.
2172,tabah,steadfast,Kamu harus tabah menghadapi cobaan.
2173,tabah,tough,Kamu harus tabah menghadapi cobaan.
2174,tabrak,crash,Jangan tabrak lari.
2175,tabrak,hit,Jangan tabrak lari.
2176,tahan,bear,Tahanan itu kabur dari penjara.
2177,tahan,hold,Tahanan itu kabur dari penjara.
2178,tahan,hold in,Tahanan itu kabur dari penjara.
2179,tahan,persist,Tahanan itu kabur dari penjara.
2180,tahan,put up with,Tahanan itu kabur dari penjara.
2181,tahan,resist,Tahanan itu kabur dari penjara.
2182,tahan,stand,Tahanan itu kabur dari penjara.
2183,tahan,suppress,Tahanan itu kabur dari penjara.
2184,tahan,take it,Tahanan itu kabur dari penjara.
2185,tahan,tolerate,Tahanan itu kabur dari penjara.
2186,tahan,withstand,Tahanan itu kabur dari penjara.
2187,tahanan,captive,Sel tahanan dijaga ketat.
2188,tahanan,custody,Sel tahanan dijaga ketat.
2189,tahanan,detainee,Sel tahanan dijaga ketat.
2190,tahanan,hostage,Sel tahanan dijaga ketat.
2191,tahanan,inmate,Sel tahanan dijaga ketat.
2192,tahanan,prisoner,Sel tahanan dijaga ketat.
2193,tak kalah,able to compete,Kualitasnya tak kalah dengan produk impor.
2194,tak kalah,not half bad,Kualitasnya tak kalah dengan produk impor.
2195,tak kalah,not lose,Kualitasnya tak kalah dengan produk impor.
2196,tak kalah,not to be outdone,Kualitasnya tak kalah dengan produk impor.
2197,tak kalah,not too shabby,Kualitasnya tak kalah dengan produk impor.
2198,tak kalah,win,Kualitasnya tak kalah dengan produk impor.
2199,takut,afraid,Saya takut kegelapan.
2200,takut,fearful,Saya takut kegelapan.
2201,takut,scared,Saya takut kegelapan.
2202,takut,shaking,Saya takut kegelapan.
2203,takut,shivering,Saya takut kegelapan.
2204,takut,spooked,Saya takut kegelapan.
2205,tanggung jawab,commitment,Setiap orang punya tanggung jawab.
2206,tanggung jawab,duty,Setiap orang punya tanggung jawab.
2207,tanggung jawab,responsibility,Setiap orang punya tanggung jawab.
2208,tangis,cry,Tangis bayi terdengar di malam hari.
2209,tangis,howl,Tangis bayi terdengar di malam hari.
2210,tangis,mourning,Tangis bayi terdengar di malam hari.
2211,tangis,sob,Tangis bayi terdengar di malam hari.
2212,tangis,wail,Tangis bayi terdengar di malam hari.
2213,tangis,weeping,Tangis bayi terdengar di malam hari.
2214,tangkap,arrest,Polisi tangkap pengedar narkoba.
2215,tangkap,capture,Polisi tangkap pengedar narkoba.
2216,tangkap,catch,Polisi tangkap pengedar narkoba.
2217,tantangan,challenge,Saya siap menerima tantangan ini.
2218,tantangan,dare,Saya siap menerima tantangan ini.
2219,tanya,ask,Boleh saya tanya sesuatu?
2220,tanya,inquire,Boleh saya tanya sesuatu?
2221,tanya,question,Boleh saya tanya sesuatu?
2222,tegang,anxious,Suasana rapat sangat tegang.
2223,tegang,nervous,Suasana rapat sangat tegang.
2224,tegang,stiff,Suasana rapat sangat tegang.
2225,tegang,strained,Suasana rapat sangat tegang.
2226,tegang,tense,Suasana rapat sangat tegang.
2227,tegang,uptight,Suasana rapat sangat tegang.
2228,tegas,assertive,Guru itu sangat tegas.
2229,tegas,bold,Guru itu sangat tegas.
2230,tegas,decided,Guru itu sangat tegas.
2231,tegas,decisive,Guru itu sangat tegas.
2232,tegas,dominant,Guru itu sangat tegas.
2233,tegas,firm,Guru itu sangat tegas.
2234,tegas,resolute,Guru itu sangat tegas.
2235,tegas,rigid,Guru itu sangat tegas.
2236,tegas,strict,Guru itu sangat tegas.
2237,tembak,blast,Jangan tembak sembarangan.
2238,tembak,gun,Jangan tembak sembarangan.
2239,tembak,shoot,Jangan tembak sembarangan.
2240,tempur,battle,Pesawat tempur terbang rendah.
2241,tempur,combat,Pesawat tempur terbang rendah.
2242,tempur,war,Pesawat tempur terbang rendah.
2243,tenang,calm,"Harap tenang, ujian sedang berlangsung."
2244,tenang,chill,"Harap tenang, ujian sedang berlangsung."
2245,tenang,cool,"Harap tenang, ujian sedang berlangsung."
2246,tenang,peaceful,"Harap tenang, ujian sedang berlangsung."
2247,tenang,quiet,"Harap tenang, ujian sedang berlangsung."
2248,tenang,serene,"Harap tenang, ujian sedang berlangsung."
2249,tenang,tranquil,"Harap tenang, ujian sedang berlangsung."
2250,tenggelam,drown,Matahari mulai tenggelam.
2251,tenggelam,drowned,Matahari mulai tenggelam.
2252,tenggelam,go down,Matahari mulai tenggelam.
2253,tenggelam,go under,Matahari mulai tenggelam.
2254,tenggelam,sink,Matahari mulai tenggelam.
2255,tentang,about,Buku ini bercerita tentang sejarah.
2256,tentang,concerning,Buku ini bercerita tentang sejarah.
2257,tentang,in regards to,Buku ini bercerita tentang sejarah.
2258,tentang,pertaining to,Buku ini bercerita tentang sejarah.
2259,tentang,regarding,Buku ini bercerita tentang sejarah.
2260,tentu,absolute,Tentu saja saya mau.
2261,tentu,certain,Tentu saja saya mau.
2262,tentu,definite,Tentu saja saya mau.
2263,tentu,fixed,Tentu saja saya mau.
2264,tentu,of course,Tentu saja saya mau.
2265,tentu,sure,Tentu saja saya mau.
2266,teramat,immensely,Saya merasa teramat sedih.
2267,teramat,incredibly,Saya merasa teramat sedih.
2268,teramat,really,Saya merasa teramat sedih.
2269,teramat,terribly,Saya merasa teramat sedih.
2270,teramat,very,Saya merasa teramat sedih.
2271,terbesar,biggest,Ini adalah pulau terbesar di dunia.
2272,terbesar,largest,Ini adalah pulau terbesar di dunia.
2273,terbunuh,cut down,Prajurit itu terbunuh di medan perang.
2274,terbunuh,killed,Prajurit itu terbunuh di medan perang.
2275,terbunuh,mugged,Prajurit itu terbunuh di medan perang.
2276,terbunuh,murdered,Prajurit itu terbunuh di medan perang.
2277,terbunuh,slain,Prajurit itu terbunuh di medan perang.
2278,terbunuh,slaughtered,Prajurit itu terbunuh di medan perang.
2279,terbunuh,snuffed out,Prajurit itu terbunuh di medan perang.
2280,terbunuh,taken care of,Prajurit itu terbunuh di medan perang.
2281,terganggu,agitated,Saya merasa terganggu dengan suara bising.
2282,terganggu,annoyed,Saya merasa terganggu dengan suara bising.
2283,terganggu,bothered,Saya merasa terganggu dengan suara bising.
2284,terganggu,distracted,Saya merasa terganggu dengan suara bising.
2285,terganggu,disturbed,Saya merasa terganggu dengan suara bising.
2286,terganggu,interrupted,Saya merasa terganggu dengan suara bising.
2287,terganggu,upset,Saya merasa terganggu dengan suara bising.
2288,tergantung,depend,Lampu itu tergantung di langit-langit.
2289,tergantung,depends on,Lampu itu tergantung di langit-langit.
2290,tergantung,hinges on,Lampu itu tergantung di langit-langit.
2291,teriak,call,Jangan teriak-teriak di sini.
2292,teriak,cry,Jangan teriak-teriak di sini.
2293,teriak,scream,Jangan teriak-teriak di sini.
2294,teriak,shout,Jangan teriak-teriak di sini.
2295,teriak,yell,Jangan teriak-teriak di sini.
2296,teriakan,call,Terdengar teriakan minta tolong.
2297,teriakan,cry,Terdengar teriakan minta tolong.
2298,teriakan,scream,Terdengar teriakan minta tolong.
2299,teriakan,shout,Terdengar teriakan minta tolong.
2300,teriakan,yell,Terdengar teriakan minta tolong.
2301,terima,accept,Terima kasih kembali.
2302,terima,get,Terima kasih kembali.
2303,terima,obtain,Terima kasih kembali.
2304,terima,receive,Terima kasih kembali.
2305,terima kasih,thank you,Terima kasih atas bantuannya.
2306,terima kasih,thanks,Terima kasih atas bantuannya.
2307,terima kasih,thx,Terima kasih atas bantuannya.
2308,terima kasih,ty,Terima kasih atas bantuannya.
2309,terimakasih,thank you,Terimakasih banyak!
2310,terimakasih,thanks,Terimakasih banyak!
2311,terimakasih,thx,Terimakasih banyak!
2312,terimakasih,ty,Terimakasih banyak!
2313,terkejut,mind blown,Saya terkejut mendengar kabar itu.
2314,terkejut,shock,Saya terkejut mendengar kabar itu.
2315,terkejut,startled,Saya terkejut mendengar kabar itu.
2316,terkejut,surprise,Saya terkejut mendengar kabar itu.
2317,terkejut,surprised,Saya terkejut mendengar kabar itu.
2318,terkejut,taken aback,Saya terkejut mendengar kabar itu.
2319,terkena,affected,Dia terkena flu.
2320,terkena,caught,Dia terkena flu.
2321,terkena,got,Dia terkena flu.
2322,terkena,infected,Dia terkena flu.
2323,terkena,stricken,Dia terkena flu.
2324,terkena,struck,Dia terkena flu.
2325,terluka,hurt,Kakinya terluka saat bermain bola.
2326,terluka,injured,Kakinya terluka saat bermain bola.
2327,terluka,wounded,Kakinya terluka saat bermain bola.
2328,teror,terror,Aksi teror itu sangat meresahkan.
2329,terpengaruh,affected,Jangan mudah terpengaruh teman yang buruk.
2330,terpengaruh,influenced,Jangan mudah terpengaruh teman yang buruk.
2331,terpengaruh,persuaded,Jangan mudah terpengaruh teman yang buruk.
2332,terpengaruh,swayed,Jangan mudah terpengaruh teman yang buruk.
2333,tersangka,defendant,Polisi menetapkan dua orang tersangka.
2334,tersangka,suspect,Polisi menetapkan dua orang tersangka.
2335,tersangka,the accused,Polisi menetapkan dua orang tersangka.
2336,tersinggung,hurt,Maaf jika kamu tersinggung.
2337,tersinggung,insulted,Maaf jika kamu tersinggung.
2338,tersinggung,offended,Maaf jika kamu tersinggung.
2339,tersinggung,triggered,Maaf jika kamu tersinggung.
2340,tertarik,attracted,Saya tertarik belajar bahasa Jepang.
2341,tertarik,fascinated,Saya tertarik belajar bahasa Jepang.
2342,tertarik,interested,Saya tertarik belajar bahasa Jepang.
2343,tertentu,certain,Obat ini hanya untuk kondisi tertentu.
2344,tertentu,particular,Obat ini hanya untuk kondisi tertentu.
2345,tertentu,specific,Obat ini hanya untuk kondisi tertentu.
2346,tertinggal,left,Tas saya tertinggal di bus.
2347,tertinggal,left behind,Tas saya tertinggal di bus.
2348,tidak,no,Saya tidak suka pedas.
2349,tidak aman,not safe,Daerah ini tidak aman di malam hari.
2350,tidak aman,unsafe,Daerah ini tidak aman di malam hari.
2351,tinggal,just,Saya tinggal di Jakarta.
2352,tinggal,live,Saya tinggal di Jakarta.
2353,tinggal,remain,Saya tinggal di Jakarta.
2354,tinggal,reside,Saya tinggal di Jakarta.
2355,tinggal,stay,Saya tinggal di Jakarta.
2356,tingkat,class,Rumahnya ada di tingkat dua.
2357,tingkat,degree,Rumahnya ada di tingkat dua.
2358,tingkat,extent,Rumahnya ada di tingkat dua.
2359,tingkat,floor,Rumahnya ada di tingkat dua.
2360,tingkat,grade,Rumahnya ada di tingkat dua.
2361,tingkat,level,Rumahnya ada di tingkat dua.
2362,tingkat,stage,Rumahnya ada di tingkat dua.
2363,tingkat,step,Rumahnya ada di tingkat dua.
2364,tingkat,tier,Rumahnya ada di tingkat dua.
2365,tragedi,tragedy,Tragedi itu menelan banyak korban.
2366,trauma,trauma,Dia mengalami trauma pasca kecelakaan.
2367,tubuh,body,Olahraga baik untuk kesehatan tubuh.
2368,tubuh,physisque,Olahraga baik untuk kesehatan tubuh.
2369,tuduhan,accusation,Tuduhan itu tidak terbukti.
2370,tuduhan,allegation,Tuduhan itu tidak terbukti.
2371,tuduhan,charge,Tuduhan itu tidak terbukti.
2372,tuduhan,indictment,Tuduhan itu tidak terbukti.
2373,tukang jualan,merchant,Tukang jualan itu sangat ramah.
2374,tukang jualan,peddler,Tukang jualan itu sangat ramah.
2375,tukang jualan,salesman,Tukang jualan itu sangat ramah.
2376,tukang jualan,seller,Tukang jualan itu sangat ramah.
2377,tukang jualan,street vendor,Tukang jualan itu sangat ramah.
2378,tumpas,cut down,Tumpas kejahatan sampai ke akarnya.
2379,tumpas,destroy,Tumpas kejahatan sampai ke akarnya.
2380,tumpas,eliminate,Tumpas kejahatan sampai ke akarnya.
2381,tumpas,eradicate,Tumpas kejahatan sampai ke akarnya.
2382,tunda,cancel,Jangan tunda pekerjaanmu.
2383,tunda,delay,Jangan tunda pekerjaanmu.
2384,tunda,hold up,Jangan tunda pekerjaanmu.
2385,tunda,postpone,Jangan tunda pekerjaanmu.
2386,tunggu,wait,Tunggu sebentar ya.
2387,turun,decrease,Harga beras mulai turun.
2388,turun,descennding,Harga beras mulai turun.
2389,turun,down,Harga beras mulai turun.
2390,turun,drop down,Harga beras mulai turun.
2391,turun,fall off,Harga beras mulai turun.
2392,turun,go down,Harga beras mulai turun.
2393,turun,step down,Harga beras mulai turun.
2394,tutup,cap,Tolong tutup pintunya.
2395,tutup,close,Tolong tutup pintunya.
2396,tutup,closed,Tolong tutup pintunya.
2397,tutup,cover,Tolong tutup pintunya.
2398,tutup,lid,Tolong tutup pintunya.
2399,tutup,top,Tolong tutup pintunya.
2400,uang,buck,Uang bukan segalanya.
2401,uang,cash,Uang bukan segalanya.
2402,uang,dough,Uang bukan segalanya.
2403,uang,funds,Uang bukan segalanya.
2404,uang,money,Uang bukan segalanya.
2405,uang,nickel,Uang bukan segalanya.
2406,uang,stacks,Uang bukan segalanya.
2407,untung,fortune,Untung kamu datang tepat waktu.
2408,untung,gain,Untung kamu datang tepat waktu.
2409,untung,good luck,Untung kamu datang tepat waktu.
2410,untung,profit,Untung kamu datang tepat waktu.
2411,utuh,intact,Gelas itu masih utuh meski jatuh.
2412,utuh,perfect,Gelas itu masih utuh meski jatuh.
2413,utuh,undamaged,Gelas itu masih utuh meski jatuh.
2414,utuh,whole,Gelas itu masih utuh meski jatuh.
2415,wajib,mandatory,Setiap warga negara wajib membayar pajak.
2416,wajib,must,Setiap warga negara wajib membayar pajak.
2417,wajib,obligatory,Setiap warga negara wajib membayar pajak.
2418,wajib,required,Setiap warga negara wajib membayar pajak.
2419,waspada,alert,Tetap waspada terhadap penipuan.
2420,waspada,beware,Tetap waspada terhadap penipuan.
2421,waspada,careful,Tetap waspada terhadap penipuan.
2422,waspada,caution,Tetap waspada terhadap penipuan.
2423,waspada,wary,Tetap waspada terhadap penipuan.
2424,wow,whoa,"Wow, pemandangannya indah sekali!"
2425,wow,whoo,"Wow, pemandangannya indah sekali!"
2426,wow,wow,"Wow, pemandangannya indah sekali!"
2427,ya,ay,"Ya, saya mengerti."
2428,ya,aye,"Ya, saya mengerti."
2429,ya,uh huh,"Ya, saya mengerti."
2430,ya,yas,"Ya, saya mengerti."
2431,ya,ye,"Ya, saya mengerti."
2432,ya,yea,"Ya, saya mengerti."
2433,ya,yeah,"Ya, saya mengerti."
2434,ya,yep,"Ya, saya mengerti."
2435,ya,yes,"Ya, saya mengerti."
2436,ya,yup,"Ya, saya mengerti."
2437,yakin,assured,Apakah kamu yakin dengan jawabanmu?
2438,yakin,believe,Apakah kamu yakin dengan jawabanmu?
2439,yakin,certain,Apakah kamu yakin dengan jawabanmu?
2440,yakin,confident,Apakah kamu yakin dengan jawabanmu?
2441,yakin,sure,Apakah kamu yakin dengan jawabanmu?
2442,yakin,trust,Apakah kamu yakin dengan jawabanmu?
